title,type,question,A,B,C,D,answer,image
Lever,radio,What is lever? / Apakah tuas?,A simple machine / mesin ringkas,A type of pulley / Sejenis takal,A complex machine / Mesin kompleks,,A,
,radio,Fulcrum is between load and effort / Fulkrum terletak di antara beban dengan daya,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,A,
,radio,Load is between fulcrum and effort / Beban terletak di antara fulkrum dengan daya,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,B,
,radio,Effort is between fulcrum and load / Daya terletak di antara fulkrum dengan beban,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,C,
,radio,Ice tongs / Penyepit ais,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,C,
,radio,Fishing rod / Joran,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,C,
,radio,Broom / Penyapu,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,C,
,radio,Wheelbarrow / Kereta sorong,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,B,
,radio,Nutcracker / Pemecah kekeras,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,B,
,radio,Paper cutter / Pemotong kertas,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,B,
,radio,Scissors / Gunting,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,A,
,radio,Pliers / Playar,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,A,
,radio,Can opener / Pembuka tin,First class lever / Tuas kelas pertama,Second class lever / Tuas kelas kedua,Third class lever / Tuas kelas ketiga,,A,
,radio,哪个算式是对的？,6N x 2m = E x 3m,6N x 5m = E x 3m,6N x 3m = E x 2m,6N x 2m = E x 5m,A,lever_1
,radio,哪个算式是对的？,L x 0.5m = 100N x 1.5m,L x 1m = 100N x 0.5m,L x 0.5m = 100N x 1m,L x 1.5m = 100N x 1m,A,lever_2
,radio,哪个算式是对的？,E x 3m = 9N x 5m,E x 3m = 9N x 2m,E x 5m = 9N x 2m,E x 2m = 9N x 3m,A,lever_3
